endereco,preco,condominio,tamanho_m2,quartos,banheiros,vagas
"Rua Projetada Quatro, 650 - Recreio Dos Bandeirantes, Rio de Janeiro - RJ",R$,,"
                50-73
              ","2
","1-2
","--
"
"Rua Antônio Cordeiro, 201 - Freguesia- Jacarepaguá, Rio de Janeiro - RJ",480.000,970,"
                99
              ","2
","3
","1
"
"Rua Sorocaba, 305 - Botafogo, Rio de Janeiro - RJ",1.900.000,1.552,"
                140
              ","3
","3
","2
"
"Rua Domingos Ferreira - Copacabana, Rio de Janeiro - RJ",1.550.000,1.300,"
                130
              ","3
","3
","1
"
"Avenida Lúcio Costa, 2900 - Barra da Tijuca, Rio de Janeiro - RJ",2.630.000,2.665,"
                140
              ","2
","3
","2
"
"Rua General Cristóvão Barcelos - Laranjeiras, Rio de Janeiro - RJ",1.150.000,1.623,"
                94
              ","3
","1
","1
"
"Rua Embaixador Graça Aranha - Leblon, Rio de Janeiro - RJ",16.000.000,,"
                714
              ","4
","2
","4
"
"Avenida Aldemir Martins - Recreio Dos Bandeirantes, Rio de Janeiro - RJ",1.320.000,,"
                175
              ","4
","1
","1
"
"Estrada do Sacarrão, 860 - Vargem Grande, Rio de Janeiro - RJ",R$,,"
                44-61
              ","2
","2
","1
"
"Rua Timóteo da Costa, 00 - Leblon, Rio de Janeiro - RJ",1.580.000,1.420,"
                94
              ","2
","3
","1
"
"Avenida Cândido Portinari, 60 - Barra da Tijuca, Rio de Janeiro - RJ",1.233.000,1.000,"
                91
              ","3
","3
","2
"
"Centro, Rio de Janeiro - RJ",165.000,350,"
                40
              ","1
","1
","--
"
"Rua Coronel Paulo Malta Rezende, 135 - Barra da Tijuca, Rio de Janeiro - RJ",600.000,1.424,"
                64
              ","2
","2
","1
"
"Avenida Tenente-Coronel Muniz de Aragão - Anil, Rio de Janeiro - RJ",1.300.000,450,"
                324
              ","4
","3
","4
"
"Rua Montevidéu, 1101 - Penha, Rio de Janeiro - RJ",220.000,508,"
                50
              ","2
","1
","--
"
"Rua São Francisco de Assis, 486 - Recreio Dos Bandeirantes, Rio de Janeiro - RJ",R$,,"
                86-172
              ","3
","3
","2-3
"
"Estrada do Tindiba - Taquara, Rio de Janeiro - RJ",2.150.000,,"
                1541
              ","--
","--
","--
"
"Rua Benjamim Magalhães - Barra da Tijuca, Rio de Janeiro - RJ","14.000
",3.900,"
                230
              ","4
","2
","1
"
"Rua Barão de Mesquita - Grajaú, Rio de Janeiro - RJ",400.000,770,"
                75
              ","2
","2
","1
"
"Rua Albano, 291 - Jacarepaguá, Rio de Janeiro - RJ",450.000,,"
                295
              ","4
","4
","2
"
"Rua Bispo Lacerda - Del Castilho, Rio de Janeiro - RJ",168.000,355,"
                40
              ","2
","1
","1
"
"Rua Ministro Viveiros de Castro, 90 - Copacabana, Rio de Janeiro - RJ",369.000,610,"
                22
              ","1
","1
","--
"
"Rua São Francisco de Assis, 419 - Recreio Dos Bandeirantes, Rio de Janeiro - RJ",760.000,,"
                340
              ","3-4
","5
","3
"
"Avenida Vice-Presidente José Alencar, 150 - Jacarepaguá, Rio de Janeiro - RJ",1.280.000,1.750,"
                173
              ","3
","4
","2
"
"Rua Bento Lisboa, 46 - Catete, Rio de Janeiro - RJ",690.000,913,"
                57
              ","1
","2
","1
"
"Rua Coronel Vercessi - Freguesia- Jacarepaguá, Rio de Janeiro - RJ",1.350.000,740,"
                367
              ","4
","4
","4
"
"Avenida Malibu, 285 - Barra da Tijuca, Rio de Janeiro - RJ",810.000,1.600,"
                74
              ","2
","2
","1
"
"Rua Jorge Rudge - Vila Isabel, Rio de Janeiro - RJ",319.000,,"
                40
              ","3
","2
","--
"
"Botafogo, Rio de Janeiro - RJ",529.000,880,"
                55
              ","2
","2
","1
"
"Rua São Francisco de Assis, 419 - Recreio Dos Bandeirantes, Rio de Janeiro - RJ",R$,,"
                85-340
              ","3
","3-5
","2-3
"
"Rua Ministro Raul Fernandes, 210 - Botafogo, Rio de Janeiro - RJ",2.090.000,1.385,"
                110
              ","3
","3
","2
"
"Avenida Rui Barbosa - Flamengo, Rio de Janeiro - RJ",4.100.000,2.615,"
                280
              ","4
","4
","2
"
"Rua Joaquim Palhares, 608 - Praça da Bandeira, Rio de Janeiro - RJ",289.000,460,"
                57
              ","2
","2
","--
"
"Avenida Jaime Silvado, 55 - São Conrado, Rio de Janeiro - RJ",1.480.000,1.320,"
                120
              ","1
","2
","1
"
"Estrada Sorima - Barra da Tijuca, Rio de Janeiro - RJ",1.700.000,,"
                443
              ","3
","5
","1
"
"Rua Redentor - Ipanema, Rio de Janeiro - RJ",5.000.000,2.840,"
                268
              ","5
","5
","1
"
"Rua Dumontina, s/n - Vargem Pequena, Rio de Janeiro - RJ",R$,,"
                180-250
              ","--
","--
","--
"
"Estrada Pau-ferro, 1032 - Freguesia- Jacarepaguá, Rio de Janeiro - RJ",404.000,1.000,"
                76
              ","2
","2
","1
"
"Avenida Célia Ribeiro da Silva Mendes - Recreio Dos Bandeirantes, Rio de Janeiro - RJ",320.000,275,"
                100
              ","2
","1
","1
"
"Avenida Henfil, 25 - Recreio Dos Bandeirantes, Rio de Janeiro - RJ",660.000,960,"
                82
              ","3
","2
","1
"
"Rua Capitão Menezes, 482 - Praça Seca, Rio de Janeiro - RJ",720.000,,"
                455
              ","4
","3
","7
"
"Avenida Professor Pereira Reis, 42 - Centro, Rio de Janeiro - RJ",300.000,400,"
                42
              ","2
","1
","--
"
"Rua Luís Zancheta - Riachuelo, Rio de Janeiro - RJ",655.000,,"
                480
              ","5
","4
","3
"
"Estrada Vereador Alceu de Carvalho, 665 - Recreio Dos Bandeirantes, Rio de Janeiro - RJ",2.100.000,1.600.000,"
                280
              ","4
","5
","3
"
"Avenida Miguel Antônio Fernandes, 2.000 - Recreio Dos Bandeirantes, Rio de Janeiro - RJ",435.000,,"
                180-200
              ","--
","--
","--
"
"Rua Barata Ribeiro - Copacabana, Rio de Janeiro - RJ",1.170.000,1.500,"
                100
              ","3
","3
","1
"
"Rua Rita Ludolf - Leblon, Rio de Janeiro - RJ",5.790.000,4.600,"
                244
              ","4
","4
","2
"
"Estrada dos Bandeirantes, 10333 - Taquara, Rio de Janeiro - RJ",240.000,950,"
                44
              ","2
","1
","--
"
"Rua Carolina Machado, 1734 - Bento Ribeiro, Rio de Janeiro - RJ",145.000,180,"
                55
              ","2
","1
","--
"
"Estrada do Cafundá, 112 - Taquara, Rio de Janeiro - RJ",530.000,,"
                140
              ","2
","1
","2
"
"Rua Matiola, 65 - Guadalupe, Rio de Janeiro - RJ",137.000,280,"
                48
              ","2
","1
","1
"
"Rua Luiz Paulistano, 170 - Recreio Dos Bandeirantes, Rio de Janeiro - RJ",499.900,,"
                95-167
              ","3
","2-4
","2-3
"
"Rua Alberto de Campos - Ipanema, Rio de Janeiro - RJ","9.500
",3.200,"
                145
              ","3
","5
","2
"
"Rua Machado de Assis - Flamengo, Rio de Janeiro - RJ",1.640.000,2.130,"
                171
              ","3
","3
","1
"
"Rua Camaruçu - Anil, Rio de Janeiro - RJ",1.798.000,600,"
                360
              ","4
","7
","2
"
"Rua Jacarandás da Península, 1000 - Barra da Tijuca, Rio de Janeiro - RJ",2.625.000,2.500,"
                238
              ","4
","4
","3
"
"Rua Barão da Torre - Ipanema, Rio de Janeiro - RJ",3.500.000,3.200,"
                150
              ","3
","4
","2
"
"Estrada Japore -  Vila Valqueire, Rio de Janeiro - RJ",388.000,210,"
                94
              ","3
","3
","1
"
"Estrada do Pontal, 8088 - Recreio Dos Bandeirantes, Rio de Janeiro - RJ",R$,,"
                79-100
              ","2
","3
","1
"
"Tijuca, Rio de Janeiro - RJ",720.000,1.058,"
                94
              ","3
","2
","1
"
"Rua Dona Mariana - Botafogo, Rio de Janeiro - RJ",1.845.000,2.085,"
                130
              ","3
","4
","2
"
"Rua Dona Mariana, 214 - Botafogo, Rio de Janeiro - RJ",1.380.000,1.500,"
                98
              ","3
","2
","1
"
"Avenida Lúcio Costa, 4000 - Barra da Tijuca, Rio de Janeiro - RJ","12.500
",5.128,"
                328
              ","4
","6
","4
"
"Rua Timóteo da Costa - Leblon, Rio de Janeiro - RJ",4.400.000,2.635,"
                261
              ","3
","3
","2
"
"Rua Renato Meira Lima, 365 - Tanque, Rio de Janeiro - RJ",460.000,,"
                400
              ","3
","3
","1
"
"Estrada do Pontal, 8088 - Recreio Dos Bandeirantes, Rio de Janeiro - RJ",R$,,"
                79-306
              ","2-5
","2-5
","2-3
"
"Rua Voluntários da Pátria, 40 - Botafogo, Rio de Janeiro - RJ",1.790.000,,"
                116
              ","3
","2
","1
"
"Avenida Flamboyants da Península, 1020 - Barra da Tijuca, Rio de Janeiro - RJ",1.900.000,3.400,"
                222
              ","4
","6
","3
"
"Avenida Marechal Rondon, 1752 - Riachuelo, Rio de Janeiro - RJ","600
",582,"
                78
              ","2
","1
","1
"
"Rua Benevenuto Berna - Tijuca, Rio de Janeiro - RJ",1.999.999,,"
                221
              ","4
","6
","4
"
"Rocha Miranda, Rio de Janeiro - RJ",90.000,,"
                85
              ","2
","2
","--
"
"Rua Corot, 0 - Del Castilho, Rio de Janeiro - RJ",240.000,130,"
                90
              ","3
","2
","1
"
"Rua Mário Lisboa de Carvalho, 425 - Vargem Grande, Rio de Janeiro - RJ",690.000,,"
                160
              ","2-3
","2-3
","1-2
"
"Avenida Salvador Allende, 6000 - Barra da Tijuca, Rio de Janeiro - RJ",264.000,,"
                45
              ","2
","2
","1
"
"Rua Padre Roma - Engenho Novo, Rio de Janeiro - RJ",185.000,300,"
                40
              ","2
","1
","--
"
"Estrada da Gávea - Gávea, Rio de Janeiro - RJ",1.848.500,2.658,"
                176
              ","4
","2
","1
"
"Avenida das Acácias da Península - Barra da Tijuca, Rio de Janeiro - RJ",1.700.000,2.107,"
                140
              ","3
","4
","2
"
"Rua Professor Antônio Maria Teixeira - Leblon, Rio de Janeiro - RJ",1.285.000,1.000,"
                94
              ","3
","2
","--
"
"Leme, Rio de Janeiro - RJ",1.380.000,1.100,"
                110
              ","2
","2
","--
"
"Rua Samuel das Neves, 415 - Pechincha, Rio de Janeiro - RJ",279.000,660,"
                57
              ","2
","2
","1
"
"Rua Senador Rui Carneiro, 555 - Recreio Dos Bandeirantes, Rio de Janeiro - RJ",R$,,"
                39-112
              ","1-2
","2
","1
"
"Rua Jorge Angel Livraga - Barra da Tijuca, Rio de Janeiro - RJ",3.400.000,1.100,"
                500
              ","5
","6
","2
"
"Barra da Tijuca, Rio de Janeiro - RJ",13.500.000,3.400,"
                2035
              ","7
","2
","12
"
"Rua Lópes Quintas - Jardim Botânico, Rio de Janeiro - RJ",1.680.000,1.500,"
                105
              ","3
","3
","1
"
"Rua Gustavo Sampaio - Leme, Rio de Janeiro - RJ",1.490.000,2.208,"
                180
              ","4
","3
","--
"
"Rua Ibituruna - Tijuca, Rio de Janeiro - RJ",1.950.000,3.170,"
                349
              ","4
","5
","4
"
"Rua Almirante Cochrane - Tijuca, Rio de Janeiro - RJ",580.000,770,"
                140
              ","2
","3
","1
"
"Rua Savero José Bruno, 345 - Moqueta, Nova Iguaçu - RJ",230.000,,"
                48
              ","2
","1
","1
"
"Rua Manoel Boucher Pinto, 470 - Recreio Dos Bandeirantes, Rio de Janeiro - RJ",1.900.000,,"
                220
              ","5
","7
","4
"
"Rua Rainha Guilhermina - Leblon, Rio de Janeiro - RJ","16.000
",1.780,"
                180
              ","4
","3
","2
"
"Rua Pacheco Leão, 534 - Jardim Botânico, Rio de Janeiro - RJ",4.500.000,1.150,"
                376
              ","4
","7
","4
"
"Copacabana, Rio de Janeiro - RJ",390.000,,"
                185
              ","--
","2
","--
"
"Avenida Prefeito Dulcídio Cardoso, 1640 - Barra da Tijuca, Rio de Janeiro - RJ",880.000,1.410,"
                84
              ","2
","2
","1
"
"Avenida Prefeito Dulcídio Cardoso, 2500 - Barra da Tijuca, Rio de Janeiro - RJ",950.000,1.200,"
                80
              ","2
","2
","1
"
"Rua Giocondo Dias, 96 - Recreio Dos Bandeirantes, Rio de Janeiro - RJ",R$,,"
                127-342
              ","3-4
","2
","1-2
"
"Rua Altinópolis, 30 -  Praia da Bandeira, Rio de Janeiro - RJ",385.000,350,"
                100
              ","2
","2
","1
"
"Avenida Flamboyants da Península, 1250 - Barra da Tijuca, Rio de Janeiro - RJ",3.900.000,4.600,"
                430
              ","5
","7
","4
"
"Rua Prudência do Amaral, 0 - Barra da Tijuca, Rio de Janeiro - RJ",950.000,1.087,"
                70
              ","1
","1
","1
"
"Rua Camaragibe - Tijuca, Rio de Janeiro - RJ",215.000,526,"
                23
              ","1
","1
","--
"
"Higienópolis, Rio de Janeiro - RJ",435.000,,"
                68
              ","3
","2
","1
"
"Avenida Marechal Henrique Lott, 0 - Barra da Tijuca, Rio de Janeiro - RJ",2.200.000,,"
                251
              ","3
","3
","2
"
"Rua Cláudio Abramo, 50 - Recreio Dos Bandeirantes, Rio de Janeiro - RJ",R$,,"
                61-87
              ","2-3
","2-3
","1-2
"
"Rua Saira Verde I, 27 - Freguesia- Jacarepaguá, Rio de Janeiro - RJ",1.700.000,450,"
                600
              ","4
","6
","4
"
"Rua Vicente Leporace, 336 - Recreio Dos Bandeirantes, Rio de Janeiro - RJ",780.000,610,"
                126
              ","3
","3
","2
"
"Rua Carlos Galhardo - Recreio Dos Bandeirantes, Rio de Janeiro - RJ",895.000,1.150,"
                165
              ","3
","4
","2
"
"Rua Gilberto Cardoso, 200 - Leblon, Rio de Janeiro - RJ",1.550.000,1.486,"
                85
              ","2
","2
","1
"
"Rua Bambina, 20 - Botafogo, Rio de Janeiro - RJ",670.000,1.470,"
                68
              ","2
","2
","1
"
"Rua Silvia Pozzano - Recreio Dos Bandeirantes, Rio de Janeiro - RJ",1.100.000,1.800,"
                182
              ","4
","1
","2
"
"Avenida Henfil, 15 - Recreio Dos Bandeirantes, Rio de Janeiro - RJ",719.600,,"
                81-84
              ","3-4
","1
","1
"
"Rua Honório de Barros, 27 - Flamengo, Rio de Janeiro - RJ",816.000,850,"
                68
              ","2
","2
","1
"
"Avenida Flamboyants da Península, 960 - Barra da Tijuca, Rio de Janeiro - RJ",845.000,1.450,"
                77
              ","2
","2
","2
"
"Avenida Nossa Senhora de Copacabana - Copacabana, Rio de Janeiro - RJ",730.000,940,"
                65
              ","2
","1
","1
"
"Rua José Mindlin, 100 - Recreio Dos Bandeirantes, Rio de Janeiro - RJ",1.749.000,1.700,"
                286
              ","4
","4
","4
"
"Rua Timóteo da Costa - Leblon, Rio de Janeiro - RJ",3.280.000,2.400,"
                182
              ","3
","3
","2
"
"Rua Barão de Mesquita, 891 - Tijuca, Rio de Janeiro - RJ",250.000,700,"
                62
              ","2
","1
","--
"
"Rua Marquês de Abrantes, 185 - Flamengo, Rio de Janeiro - RJ",520.000,752,"
                40
              ","1
","1
","--
"
"Avenida Henfil, 15 - Recreio Dos Bandeirantes, Rio de Janeiro - RJ",742.850,,"
                82-166
              ","3-4
","2-3
","1-2
"
"Avenida das Américas, 19020 - Recreio Dos Bandeirantes, Rio de Janeiro - RJ",2.250.000,1.607,"
                286
              ","3
","5
","4
"
"Rua Dona Zulmira - Tijuca, Rio de Janeiro - RJ",799.000,,"
                173
              ","2
","2
","1
"
"Rua Retiro dos Artistas, 855 - Pechincha, Rio de Janeiro - RJ",360.000,650,"
                60
              ","2
","2
","1
"
"Estrada da Água Grande, 303 - Irajá, Rio de Janeiro - RJ",270.000,430,"
                50
              ","2
","2
","1
"
"Rua Artur Araripe, 18 - Gávea, Rio de Janeiro - RJ",1.235.000,1.095,"
                92
              ","2
","1
","1
"
"Rua Silvia Pozzano, 3003 - Recreio Dos Bandeirantes, Rio de Janeiro - RJ",564.000,1.200,"
                96
              ","3
","2
","2
"
"Estrada dos Bandeirantes, 12.604 - Jacarepaguá, Rio de Janeiro - RJ",268.090,,"
                53-121
              ","2-3
","2
","1
"
"Vila Isabel, Rio de Janeiro - RJ",115.000,150,"
                60
              ","2
","1
","--
"
"Avenida Mem de Sá, 171 - Centro, Rio de Janeiro - RJ",185.000,320,"
                25
              ","1
","1
","--
"
"Avenida Vice-Presidente José Alencar, 1515 - Jacarepaguá, Rio de Janeiro - RJ",1.250.000,1.900,"
                189
              ","3
","3
","2
"
"Rua Humberto de Campos, 974 - Leblon, Rio de Janeiro - RJ",3.350.000,1.880,"
                140
              ","3
","2
","1
"
"Rua Machado de Assis - Flamengo, Rio de Janeiro - RJ",1.289.000,850,"
                73
              ","2
","2
","1
"
"Avenida Ator José Wilker, 400 - Barra da Tijuca, Rio de Janeiro - RJ",590.000,1.020,"
                74
              ","2
","2
","1
"
"Avenida Abílio Augusto Távora, s/n - Jardim Alvorada, Nova Iguaçu - RJ",164.690,,"
                40-43
              ","2
","1
","1
"
"Rua Sambaíba - Leblon, Rio de Janeiro - RJ",4.850.000,3.000,"
                268
              ","3
","7
","2
"
